onset	duration	trial_type	rt	resp	selection	gender	image	image_type
0.0	1.0	ISI	n/a	n/a	n/a	n/a	n/a	n/a
1.0189030999999886	2.7508582999998907	decision_social	1.8585051000000021	0	predict_neutral	M	MF013.jpg	latino
3.770118700000239	2.01567679999971	ISI	n/a	n/a	n/a	M	MF013.jpg	latino
5.790954400000373	2.7638041000000158	decision_social_MISSED	missed	missed	missed	M	MF030.jpg	black
8.555130499999905	1.7518374000001131	ISI	0.03382630000032805	8	predict_win	M	MF030.jpg	black
10.311546500000077	2.75202470000022	decision_social	1.2230226000001494	8	predict_win	F	FF033.jpg	black
13.063931100000445	4.515056499999446	ISI	n/a	n/a	n/a	F	FF033.jpg	black
17.583705300000474	2.7513214999999036	decision_social	1.3569158999998763	0	predict_neutral	M	MF014.jpg	asian
20.335387699999956	1.013405700000476	ISI	n/a	n/a	n/a	M	MF014.jpg	asian
21.353478900000482	2.750673200000165	decision_social	1.923689999999624	9	predict_loss	F	FF042.jpg	white
24.104508299999907	2.2650197000002663	ISI	n/a	n/a	n/a	F	FF042.jpg	white
26.37423949999993	2.751871100000244	decision_social	2.1076011000004655	8	predict_win	F	FF025.jpg	black
29.126462000000174	3.7651431000003868	ISI	n/a	n/a	n/a	F	FF025.jpg	black
32.89631009999994	2.7643526000001657	decision_social_MISSED	missed	missed	missed	M	MF037.jpg	asian
35.66101600000002	6.000309600000037	ISI	0.18380200000046898	9	predict_loss	M	MF037.jpg	asian
41.665841	2.7523040000005494	decision_social	1.2441867000006823	8	predict_win	F	FF003.jpg	black
44.418494600000486	6.254506799999945	ISI	n/a	n/a	n/a	F	FF003.jpg	black
50.67767360000016	2.7514412000000448	decision_social	1.6739167000005182	8	predict_win	M	MF015.jpg	black
53.429466100000354	3.014903100000083	ISI	n/a	n/a	n/a	M	MF015.jpg	black
56.44909110000026	2.750358700000106	decision_social	2.2753608000002714	9	predict_loss	F	FF016.jpg	asian
59.1998051999999	2.0151794000003065	ISI	n/a	n/a	n/a	F	FF016.jpg	asian
61.21975180000027	2.7519639000001916	decision_social	1.373535300000185	0	predict_neutral	M	MF005.jpg	white
63.9720683000005	2.513918399999966	ISI	n/a	n/a	n/a	M	MF005.jpg	white
66.4906848999999	2.7519992000006823	decision_social	0.7897789000007833	0	predict_neutral	M	MF035.jpg	latino
69.24303289999989	4.015056000000186	ISI	n/a	n/a	n/a	M	MF035.jpg	latino
73.26376280000022	2.7515539000005447	decision_social	0.6555897999996887	0	predict_neutral	F	FF036.jpg	black
76.01567840000007	1.262530599999991	ISI	n/a	n/a	n/a	F	FF036.jpg	black
77.28311320000012	2.752266200000122	decision_social	0.8394653000004837	9	predict_loss	M	MF036.jpg	black
80.0357425000002	3.7646076000000903	ISI	n/a	n/a	n/a	M	MF036.jpg	black
83.80512069999986	2.7518958000000566	decision_social	0.5740298000000621	0	predict_neutral	F	FF035.jpg	latino
86.55737150000004	2.0134861000005913	ISI	n/a	n/a	n/a	F	FF035.jpg	latino
88.57561919999989	2.751299900000049	decision_social	0.674004700000296	8	predict_win	M	MF033.jpg	white
91.32727140000043	2.7648997999995117	ISI	n/a	n/a	n/a	M	MF033.jpg	white
94.09724200000073	2.7522116000000096	decision_social	1.0895550999994157	9	predict_loss	M	MF007.jpg	asian
96.84980739999992	2.015340500000093	ISI	n/a	n/a	n/a	M	MF007.jpg	asian
98.87132610000026	2.7505073000002085	decision_social	0.9199921999997969	0	predict_neutral	M	MF041.jpg	white
101.62219100000038	1.010273199999574	ISI	n/a	n/a	n/a	M	MF041.jpg	white
102.63721870000063	2.7505335999994713	decision_social	0.9399047999995673	8	predict_win	F	FF009.jpg	asian
105.38809980000042	1.0142651999994996	ISI	n/a	n/a	n/a	F	FF009.jpg	asian
106.40720490000058	2.751704499999505	decision_social	0.9563259999995353	9	predict_loss	F	FF015.jpg	black
109.15926560000025	6.2503992000001745	ISI	n/a	n/a	n/a	F	FF015.jpg	black
115.41450890000033	2.7507942000002004	decision_social	1.357523499999843	8	predict_win	F	FF001.jpg	latino
118.16565290000017	3.2653534000000946	ISI	n/a	n/a	n/a	F	FF001.jpg	latino
121.43581460000041	2.750666899999487	decision_social	2.1421223999996073	2	recall_loss	M	MF017.jpg	white
124.18682799999988	1.264461000000665	ISI	n/a	n/a	n/a	M	MF017.jpg	white
125.45609310000054	2.7514855999997962	decision_social	1.5900465999993685	0	predict_neutral	M	MF010.jpg	asian
128.20792660000006	1.5135335000004488	ISI	n/a	n/a	n/a	M	MF010.jpg	asian
129.72621140000047	2.751282700000047	decision_social	2.324448499999562	9	predict_loss	M	MF020.jpg	latino
132.47784030000003	3.015090200000486	ISI	n/a	n/a	n/a	M	MF020.jpg	latino
135.4977439000004	2.7517471999999543	decision_social	2.291911700000128	0	predict_neutral	M	MF008.jpg	white
138.24983900000007	1.763485800000126	ISI	n/a	n/a	n/a	M	MF008.jpg	white
140.01816230000077	2.77470699999958	decision_social	2.774317799999153	1	recall_win	F	FF019.jpg	latino
142.79324410000027	2.7579815999997663	ISI	n/a	n/a	n/a	F	FF019.jpg	latino
145.55610100000013	2.7506443000002037	decision_social	2.3075470000003406	0	predict_neutral	F	FF028.jpg	asian
148.3071045000006	5.751158099999884	ISI	n/a	n/a	n/a	F	FF028.jpg	asian
154.0631710000007	2.751920799999425	decision_social	1.7733625999999276	8	predict_win	F	FF008.jpg	black
156.81544699999995	3.5146190000004935	ISI	n/a	n/a	n/a	F	FF008.jpg	black
160.3351573	2.751606400000128	decision_social	1.4568720000006579	9	predict_loss	F	FF027.jpg	latino
