,image_name,door_or_face,image_type,gender,type,pct_endorsed_child,pct_endorsed_singledoor,general_dprime,highconfidence_treshold_dprime,highconfidence_subset_dprime,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM
57,number_114_generated_photos_5e687cb16d3b380006ef5173.jpg,face,girls_latino,girls,latino,0.958333333,NA,0.107101285,-1.276269066,0.085033952,child,11,0,2,0,0,2
58,number_143_649e54b7b130640007614652.jpg,face,boys_asian,boys,asian,0.421052632,NA,0.483845078,-1.575096364,0.494504247,non_child,15,0,0,0,0,0
59,number_144_649e57b5b13064000961e718.jpg,face,boys_asian,boys,asian,0.529411765,NA,0.813968847,-1.317835156,0.904373868,non_child,16,1,0,0,0,1
60,number_145_generated_photos_5f181b181f67b000068064c6.jpg,face,boys_asian,boys,asian,0.230769231,NA,0.201424986,-1.030172562,0.492331697,non_child,17,0,0,0,0,0
61,number_154_649eaf9eb13064000961f3c6.jpg,face,boys_black,boys,black,0.75,NA,0.18404072,-1.239241566,1.207898352,non_child,14,0,0,0,0,0
62,number_157_649eb65cb13064000961f4bc.jpg,face,boys_black,boys,black,0.352941176,NA,0.150089237,-1.765201989,0.566698978,non_child,16,0,0,0,0,0
63,number_158_649eecfcb13064000961ffc8.jpg,face,boys_black,boys,black,0.52173913,NA,0.769383577,-1.043789773,0.869423773,non_child,16,1,0,0,1,2
64,number_160_generated_photos_5e6849ac6d3b380006e3c4b7.jpg,face,boys_black,boys,black,0.3125,NA,0.506075005,-1.873751876,-0.209657003,non_child,15,0,1,0,0,1
65,number_163_generated_photos_5f1826d11f67b0000683f2aa.jpg,face,boys_black,boys,black,0.428571429,NA,0.044776177,-1.674749893,0.392273603,child,13,1,0,0,0,1
66,number_165_649ef994b130640007615e5d.jpg,face,boys_black,boys,black,0.76,NA,0.056972712,-1.795457257,0.14928683,non_child,15,0,0,1,0,1
67,number_167_649efcdbb130640007615ec3.jpg,face,boys_latino,boys,latino,0.368421053,NA,0.264755028,-1.83102895,-0.182927814,non_child,16,0,0,1,0,1
68,number_168_generated_photos_5e68126e6d3b380006d79dc5.jpg,face,boys_latino,boys,latino,0.615384615,NA,0.017119547,-1.443426177,0.117148858,non_child,15,0,0,0,0,0
69,number_169_generated_photos_5e68646c6d3b380006e9cb29.jpg,face,boys_latino,boys,latino,0.695652174,NA,0.37409541,-1.171203561,0.709603291,non_child,14,0,1,0,0,1
