onset	duration	trial_type	rt	resp	selection	gender	image_left	image_right	image_left_type	image_right_type
0.0	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.024013499962166	2.5021017000544816	decision_monetary_loss	1.0193605001550168	7	left	D	DD023.jpg	DD024.jpg	blue	white
3.5262895000632852	0.50607919995673	ISI	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
4.032425600104034	1.0161754000000656	feedback_monetary_loss_negative	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
5.0486963000148535	2.0002673999406397	ITI	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
7.056947600096464	2.5021687999833375	decision_monetary_win	1.685758600011468	7	left	D	DD015.jpg	DD016.jpg	blue	brown
9.55927100009285	0.5063245999626815	ISI	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
10.065652000019327	1.0162569999229163	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
11.082006999989972	4.000313099939376	ITI	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
15.090246600098908	2.5017191998194903	decision_monetary_win	1.4534501999150962	2	right	D	DD013.jpg	DD014.jpg	brown	green
17.592115300009027	1.5068391000386328	ISI	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
19.099009100114927	1.0161207998171449	feedback_monetary_win_neutral	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
20.115228899987414	1.0003082000184804	ITI	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
21.123574499972165	2.5007549000438303	decision_monetary_loss	1.5690604001283646	2	right	S	SD029.jpg	SD030.jpg	black	red
23.62448829994537	0.5077763001900166	ISI	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
24.13232080009766	1.0162162999622524	feedback_monetary_loss_negative	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
25.148634700104594	5.000388599932194	ITI	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
30.156947300070897	2.5016679000109434	decision_monetary_win	1.1517485999502242	7	left	D	DD003.jpg	DD004.jpg	green	blue
32.65877229999751	2.0067324999254197	ISI	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
34.66556040011346	1.0162561000324786	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
35.681922000134364	2.0003066000062972	ITI	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
37.69030830007978	2.501862799981609	decision_monetary_win	1.5022749998606741	2	right	D	DD019.jpg	DD020.jpg	blue	brown
40.19232979998924	0.5065798000432551	ISI	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
40.69896599999629	1.0160306999459863	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
41.71509650000371	1.0003700000233948	ITI	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
42.72344780014828	2.501812699949369	decision_monetary_loss	1.3192465999163687	2	right	S	SD025.jpg	SD026.jpg	green	gray
45.22542010014877	0.5073292998131365	ISI	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
45.732806799933314	1.0155529000330716	feedback_monetary_loss_negative	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
46.748466700082645	1.0006269998848438	ITI	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
47.757221800042316	2.501135400030762	decision_monetary_loss	1.5853132999036461	2	right	D	DD027.jpg	DD028.jpg	blue	red
50.2585142001044	2.0069715999998152	ISI	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
52.26553989993408	1.0161863001994789	feedback_monetary_loss_negative	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
53.281828599981964	1.000351499998942	ITI	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
