onset	duration	trial_type	rt	resp	selection	gender	image_left	image_right	image_left_type	image_right_type
0.0	1.0	ITI	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1.024370700120926	2.5017264999914914	decision_monetary_loss	1.61018759990111	7	left	D	DD023.jpg	DD024.jpg	blue	white
3.5262802001088858	0.5067107998766005	ISI	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
4.03305030008778	1.0161482999101281	feedback_monetary_loss_negative	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
5.0510114999488	1.9986059002112597	ITI	n/a	n/a	n/a	D	DD023.jpg	DD024.jpg	blue	white
7.063232599990442	2.502185600111261	decision_monetary_win	1.6882202001288533	2	right	D	DD015.jpg	DD016.jpg	blue	brown
9.56569329998456	0.5006403001025319	ISI	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
10.066388700157404	1.0160929998382926	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
11.082588500110433	4.000430899905041	ITI	n/a	n/a	n/a	D	DD015.jpg	DD016.jpg	blue	brown
15.09114610007964	2.5020502998959273	decision_monetary_win	1.892245399998501	2	right	D	DD013.jpg	DD014.jpg	brown	green
17.593347700079903	1.506289399927482	ISI	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
19.099691200070083	1.0161329999100417	feedback_monetary_win_neutral	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
20.115923200035468	1.0003259000368416	ITI	n/a	n/a	n/a	D	DD013.jpg	DD014.jpg	brown	green
21.124281900003552	2.5017260001040995	decision_monetary_loss	1.96055330010131	7	left	S	SD029.jpg	SD030.jpg	black	red
23.626162000000477	0.5067286000121385	ISI	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
24.13294619997032	1.0162577000446618	feedback_monetary_loss_negative	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
25.149304500082508	5.000356700038537	ITI	n/a	n/a	n/a	S	SD029.jpg	SD030.jpg	black	red
30.157671499997377	2.501493399962783	decision_monetary_win	2.076761099975556	2	right	D	DD003.jpg	DD004.jpg	green	blue
32.659324400126934	2.006936199963093	ISI	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
34.6663168000523	1.0162283999379724	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
35.682643200038	2.0003746000584215	ITI	n/a	n/a	n/a	D	DD003.jpg	DD004.jpg	green	blue
37.69131779996678	2.501837700139731	decision_monetary_win	1.6429835001472384	7	left	D	DD019.jpg	DD020.jpg	blue	brown
40.19331070012413	0.5063101998530328	ISI	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
40.69967680005357	1.0161560999695212	feedback_monetary_win_positive	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
41.71593270008452	1.0005667998921126	ITI	n/a	n/a	n/a	D	DD019.jpg	DD020.jpg	blue	brown
42.72496849996969	2.50131870014593	decision_monetary_loss	1.5579940001480281	2	right	S	SD025.jpg	SD026.jpg	green	gray
45.22644770005718	0.5065580999944359	ISI	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
45.73306310013868	1.0161377999465913	feedback_monetary_loss_negative	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
46.74930080003105	1.0003823000006378	ITI	n/a	n/a	n/a	S	SD025.jpg	SD026.jpg	green	gray
47.758059200132266	2.500668999971822	decision_monetary_loss	1.7581535000354052	7	left	D	DD027.jpg	DD028.jpg	blue	red
50.258883400121704	2.0073595999274403	ISI	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
52.2662985001225	1.0161311998963356	feedback_monetary_loss_negative	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
53.28253159997985	1.0003882001619786	ITI	n/a	n/a	n/a	D	DD027.jpg	DD028.jpg	blue	red
54.291077699977905	2.500617700163275	decision_monetary_loss	1.8761353001464158	2	right	S	SD031.jpg	SD032.jpg	red	purple
56.7918614000082	1.007796399993822	ISI	n/a	n/a	n/a	S	SD031.jpg	SD032.jpg	red	purple
57.79971330007538	1.0160437999293208	feedback_monetary_loss_negative	n/a	n/a	n/a	S	SD031.jpg	SD032.jpg	red	purple
58.815864300122485	1.000355300027877	ITI	n/a	n/a	n/a	S	SD031.jpg	SD032.jpg	red	purple
