Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
660706086680c29523f50271,6500a84f0a4f87687fa51a20,APPROVED,Not Applicable,2024-03-29T18:23:03.804000Z,2024-03-29T18:40:38.745000Z,2024-04-01T20:51:13.052000Z,2024-03-29T18:40:57.208943Z,1055.0,C6OYD5CR,1109,English,Yes,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
660706265716a350f5feeb35,64016b31c3a34648748168d1,APPROVED,Not Applicable,2024-03-29T18:19:22.099000Z,2024-03-29T18:44:47.582000Z,2024-04-01T20:51:13.359000Z,2024-03-29T18:44:48.161005Z,1526.0,C6OYD5CR,1549,English,Yes,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
6607064201ab605e428f3569,631275e35e145fd8341acb9d,APPROVED,Not Applicable,2024-03-29T18:20:04.837000Z,2024-03-29T18:37:08.091000Z,2024-04-01T20:51:13.789000Z,2024-03-29T19:41:05.929605Z,1024.0,C6OYD5CR,1064,"English, Spanish",Yes,20,Male,Other,United States,United States,United States,English,Yes,Part-Time
6607066d19dc5173fbbc922e,5e6fe86f7245355b33d7b045,APPROVED,Not Applicable,2024-03-29T18:22:08.343000Z,2024-03-29T18:39:25.484000Z,2024-04-01T20:51:14.128000Z,2024-03-29T18:40:46.984603Z,1038.0,C6OYD5CR,1784,English,Yes,22,Female,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
660706961769701f4f8a72db,65b7e0ee3f2311195bbcd6df,APPROVED,Not Applicable,2024-03-29T18:21:19.057000Z,2024-03-29T18:37:59.971000Z,2024-04-01T20:51:14.430000Z,2024-03-29T18:40:34.521632Z,1001.0,C6OYD5CR,413,English,Yes,24,Female,Mixed,United States,United States,United States,English,No,Full-Time
6607069c483c66b15d85f320,65cba09158b74649b3cd7505,APPROVED,Not Applicable,2024-03-29T18:21:20.083000Z,2024-03-29T18:51:47.637000Z,2024-04-01T20:51:14.726000Z,2024-03-29T18:54:42.875335Z,1828.0,C6OYD5CR,376,"English, Vietnamese",Yes,23,Female,Asian,United States,United States,United States,Vietnamese,Yes,Other
660706b1bd68f244b742bc36,6006f8b3977ac90f0e81d37d,APPROVED,Not Applicable,2024-03-29T18:21:47.449000Z,2024-03-29T18:39:18.052000Z,2024-04-01T20:51:15.049000Z,2024-03-29T18:40:45.258766Z,1051.0,C6OYD5CR,1378,"Chinese, English",Yes,21,Female,Asian,United States,United States,United States,Chinese,Yes,Part-Time
660706b450a276a22e27e497,5e0d0ba13f29154adf4ff08b,APPROVED,Not Applicable,2024-03-29T18:21:43.764000Z,2024-03-29T18:34:42.834000Z,2024-04-01T20:51:15.335000Z,2024-03-29T18:34:43.446852Z,780.0,C6OYD5CR,662,"Arabic, English",Yes,25,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
660707a0e44834c0c43ed87e,5dd9df0e946f7c97406a55ea,APPROVED,Not Applicable,2024-03-29T18:25:42.201000Z,2024-03-29T18:52:17.759000Z,2024-04-01T20:51:15.634000Z,2024-03-29T18:54:48.426873Z,1596.0,C6OYD5CR,3822,English,Yes,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
660708c269c639ce8b2da344,63ead665638c8546d8c3a962,APPROVED,Not Applicable,2024-03-29T18:30:33.892000Z,2024-03-29T18:51:28.438000Z,2024-04-01T20:51:16.026000Z,2024-03-29T18:54:40.000464Z,1255.0,C6OYD5CR,1565,English,Yes,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
660708c97e3d5f526594cd5d,65e43b2d854b38d4312fc45b,APPROVED,Not Applicable,2024-03-29T18:30:42.321000Z,2024-03-29T18:54:16.273000Z,2024-04-01T20:51:16.716000Z,2024-03-29T18:55:39.423165Z,1414.0,C6OYD5CR,137,English,Yes,21,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66070ea7b7da8f7c4297e634,6079ff1600ff2b7455e1c3e0,APPROVED,Not Applicable,2024-03-29T18:55:49.323000Z,2024-03-29T19:31:04.199000Z,2024-04-01T20:51:17.122000Z,2024-03-29T19:31:13.736201Z,2115.0,C6OYD5CR,790,English,Yes,22,Female,Black,United States,United States,United States,English,Yes,DATA_EXPIRED
660dc4a34f30366171d811f8,65e7268999edcabd9a220240,APPROVED,Not Applicable,2024-04-03T21:06:15.832000Z,2024-04-03T21:28:29.616000Z,2024-04-04T12:34:53.211000Z,2024-04-03T21:28:30.462354Z,1334.0,C6OYD5CR,44,"English, German",Yes,21,Prefer not to say,Mixed,Japan,United States,United States,Japanese,Yes,Due to start a new job within the next month
66046d4dcfe9e394bf552547,657f0f6973ee8e08e82e653a,RETURNED,Not Applicable,2024-03-27T19:02:47.492000Z,,,,,,281,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66046ec651a3cd9d6a7372c2,650bb972536a8e611ab5552a,RETURNED,Not Applicable,2024-03-27T19:09:01.171000Z,2024-03-27T19:16:08.211000Z,,2024-03-27T19:16:09.844000Z,,C6OYD5CR,49,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66046f0e17ed08665ea5984c,5e180abdd370f40fa06f7485,RETURNED,Not Applicable,2024-03-27T19:10:08.708000Z,2024-03-27T19:12:35.226000Z,,2024-03-27T19:12:36.172000Z,,C6OYD5CR,114,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66046f6664819a9bf3a513e7,60fdde2a560c895ce04b3bef,RETURNED,Not Applicable,2024-03-27T19:11:40.665000Z,,,,,,959,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6604716619e05a7a6a01fa90,5fcd31e19fd435c2162f2869,RETURNED,Not Applicable,2024-03-27T19:20:10.276000Z,,,,,,1539,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6604767b9cbbd8f0d684d396,65d5147b3e14ea239d63e32b,RETURNED,Not Applicable,2024-03-27T19:41:52.264000Z,,,,,,220,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66047695e10a421144251b40,6113f24eef2542bdae447f0e,RETURNED,Not Applicable,2024-03-27T19:42:48.248000Z,,,,,,213,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6604771e49647d176d5ed19a,60fde60fce7a71c4fe82c4b4,RETURNED,Not Applicable,2024-03-27T19:44:34.470000Z,2024-03-27T19:47:18.463000Z,,2024-03-27T19:47:46.150000Z,,C6OYD5CR,781,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
660478efe0744be44879f4ee,611426ee0ba8afe2dd686c6e,RETURNED,Not Applicable,2024-03-27T19:52:39.384000Z,2024-03-27T19:54:05.367000Z,,2024-03-27T19:54:06.166000Z,,C6OYD5CR,774,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66047b019b728b6dd0c47fa4,6401fab47eb81e7326152d8e,RETURNED,Not Applicable,2024-03-27T20:01:13.149000Z,,,,,,744,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66047c6adf8b3a9853ac6400,65cb96869b3c05b32addccc5,RETURNED,Not Applicable,2024-03-27T20:07:13.427000Z,,,,,,135,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66047e5063aa1c9a0e06ab1b,60fdb22ffc7f9af1ca72667f,RETURNED,Not Applicable,2024-03-27T20:15:21.154000Z,,,,,,1006,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6604804d45672cc5cf1e2129,63db74b49b4a80525a557a61,RETURNED,Not Applicable,2024-03-27T20:24:08.859000Z,,,,,,2828,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6606fd04d5780e93a273622a,650f31c40fc72d4ffb4d4c03,RETURNED,Not Applicable,2024-03-29T17:40:26.078000Z,,,,,,1035,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6606fd5bb6df4be98976b813,62c5cdfe50000fce3e390be0,RETURNED,Not Applicable,2024-03-29T17:42:00.227000Z,,,,,,3085,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6606fde4a88d73f74679e9d7,604bada9b550fb1348a6bfce,RETURNED,Not Applicable,2024-03-29T17:44:10.056000Z,,,,,,267,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6606fe4c9bf7b29d7bc4f166,60fd7e045f4a4d7d75103b12,RETURNED,Not Applicable,2024-03-29T17:45:58.153000Z,,,,,,96,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6606ffe808f9e1e8c92fb4a7,62e05742fafd80b3f0c2e20b,RETURNED,Not Applicable,2024-03-29T17:52:47.329000Z,,,,,,4151,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66070122a12b1a394d0e937b,62d8e75cba698660a22802c7,RETURNED,Not Applicable,2024-03-29T17:58:20.053000Z,,,,,,1427,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
660704d3a12b1a394d0e9492,63d591da4548249893329bc1,RETURNED,Not Applicable,2024-03-29T18:13:43.751000Z,,,,,,2747,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6607052fd5f5357e11924583,65cc4edf20a0795a18422b8a,RETURNED,Not Applicable,2024-03-29T18:15:16.788000Z,,,,,,333,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
660705bb9ccd806f842d15ce,65a2e6fd50e146d8bd322da4,RETURNED,Not Applicable,2024-03-29T18:21:49.852000Z,2024-03-29T18:24:55.478000Z,,2024-03-29T18:24:56.341000Z,,C6OYD5CR,556,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6607066503dd663360bb53ae,655fd9d5bb03869d53e75f4e,RETURNED,Not Applicable,2024-03-29T18:20:25.055000Z,2024-03-29T18:29:12.474000Z,,2024-03-29T18:29:13.194000Z,,C6OYD5CR,664,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6607066d03dd663360bb53b2,60196ee67d099006f74c5bb3,RETURNED,Not Applicable,2024-03-29T18:20:35.283000Z,,,,,,777,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
