,image_name,door_or_face,image_type,gender,type,pct_endorsed_child,pct_endorsed_singledoor,general_dprime,highconfidence_treshold_dprime,highconfidence_subset_dprime,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM,door0_or_face1,distance,weights,subclass,use
70,number_118_generated_photos_5e6818b56d3b380006d9110d_fixed1.jpg,face,girls_latino,girls,latino,0.952380952,NA,0.17174709,-1.854250868,0,child,10,0,2,2,0,4,1,0.316711155,1,8,task
71,number_114_generated_photos_5e687cb16d3b380006ef5173.jpg,face,girls_latino,girls,latino,0.958333333,NA,0.107101285,-1.276269066,0.085033952,child,11,0,2,0,0,2,1,0.463636853,1,14,task
72,generated_photos_5e684ada6d3b380006e4090d.png.jpg,face,girls_latino,girls,latino,0.85,NA,0.069293304,-1.730510436,-0.418899283,child,10,0,1,0,0,1,1,0.421643111,1,17,task
73,generated_photos_5e6832ad6d3b380006dea597.png.jpg,face,girls_latino,girls,latino,0.833333333,NA,0.012288349,-1.267126419,0.695231007,child,9,0,2,1,0,3,1,0.407171816,1,20,task
74,generated_photos_5e680bad6d3b380006d60e37.png.jpg,face,girls_white,girls,white,0.954545455,NA,0.512402503,-1.659254387,-0.503713815,child,10,0,1,2,0,3,1,0.351177349,1,25,task
75,number_125_generated_photos_5e6883f06d3b380006f0fa67.jpg_fixed.jpg,face,girls_white,girls,white,1,NA,0.508488059,-0.48214805,1.204327394,child,10,0,0,3,0,3,1,0.427224441,1,26,task
76,number_127_generated_photos_5e6883c36d3b380006f0f045.jpg_fixed.jpg,face,girls_white,girls,white,0.909090909,NA,0.440200896,-0.903625463,1.059810217,child,9,0,2,1,0,3,1,0.355691128,1,31,task
77,generated_photos_5e6851046d3b380006e56c3b.png.jpg,face,girls_white,girls,white,0.894736842,NA,0.344561708,-1.83102895,0,non_child,13,0,1,1,1,3,1,0.287464035,1,35,task
78,generated_photos_5e6832796d3b380006de9a61.png.jpg,face,girls_white,girls,white,0.857142857,NA,0.290335209,-1.58974444,-0.355850386,child,9,0,0,1,0,1,1,0.398733453,1,39,task
79,generated_photos_5e680bd96d3b380006d61843.png.jpg,face,girls_white,girls,white,0.882352941,NA,0.251083837,-1.93268689,0.533692971,child,10,0,1,0,0,1,1,0.228950439,1,2,task
80,generated_photos_5e6876306d3b380006edd057.png.jpg,face,girls_white,girls,white,0.956521739,NA,0.157310685,-1.442069502,0.282216147,non_child,13,0,1,2,0,3,1,0.383690843,1,12,task
81,generated_photos_5e680d6a6d3b380006d6749d.png.jpg,face,girls_white,girls,white,0.913043478,NA,0.142577275,-0.991167436,0.053423541,child,10,0,2,0,0,2,1,0.534383374,1,13,task
82,number_131_generated_photos_5e687c1a6d3b380006ef2e33.jpg,face,girls_white,girls,white,0.862068966,NA,0.081315133,-1.979253433,-0.497812227,child,12,0,0,0,0,0,1,0.366678274,1,15,task
83,generated_photos_5e6811d56d3b380006d77b0b.png.jpg,face,girls_white,girls,white,0.882352941,NA,0.071019455,-1.873751876,-0.263202821,child,11,0,1,1,1,3,1,0.365324056,1,16,task
84,generated_photos_5e6830796d3b380006de2a4b.png.jpg,face,girls_white,girls,white,1,NA,0.052098977,-1.02442124,0.587207626,non_child,13,0,0,1,0,1,1,0.475098975,1,19,task
85,AD_040.jpg,door,double_black,double,black,NA,0.136363636,0.522123524,-1.370072296,0.507347764,NA,NA,NA,NA,NA,NA,NA,0,0.357815475,1,26,task
86,AD_016.jpg,door,double_blue,double,blue,NA,0,0.168942928,-1.717280224,0.521040202,NA,NA,NA,NA,NA,NA,NA,0,0.394294623,1,30,task
87,AD_048.jpg,door,double_blue,double,blue,NA,0.052631579,0.282429694,-1.31101651,0.066681102,NA,NA,NA,NA,NA,NA,NA,0,0.37554679,1,18,task
88,AD_060.jpg,door,double_blue,double,blue,NA,0.130434783,0.609281192,-2.202078488,0.179619834,NA,NA,NA,NA,NA,NA,NA,0,0.540488748,1,10,task
89,AD_089_cropped.jpg,door,double_blue,double,blue,NA,0.037037037,0.391113257,-1.795707666,0.244794782,NA,NA,NA,NA,NA,NA,NA,0,0.448297309,1,1,task
90,AD_107.jpg,door,double_blue,double,blue,NA,0,0.100032832,-2.233612423,-0.368430231,NA,NA,NA,NA,NA,NA,NA,0,0.569633345,1,11,task
91,AD_111_cropped.jpg,door,double_blue,double,blue,NA,0.052631579,0.098916448,-1.455014446,0.987268831,NA,NA,NA,NA,NA,NA,NA,0,0.305475089,1,40,task
92,BD_173.jpg,door,double_blue,double,blue,NA,0.083333333,0.713030326,-1.584887606,0.358710773,NA,NA,NA,NA,NA,NA,NA,0,0.419502629,1,8,task
93,BD_185_cropped.jpg,door,double_blue,double,blue,NA,0,0.225707954,-1.19312952,1.23946234,NA,NA,NA,NA,NA,NA,NA,0,0.25376051,1,2,task
94,BD_207.jpg,door,double_blue,double,blue,NA,0.086956522,0.356463559,-1.276269066,0.661572969,NA,NA,NA,NA,NA,NA,NA,0,0.319824555,1,16,task
